alias,display_phone,distance,id,image_url,is_closed,name,phone,price,rating,review_count,transactions,url,address1,address2,address3,city,country,display_address,state,zip_code,latitude,longitude,categories_num,category_1_alias,category_1_title,category_2_alias,category_2_title,category_3_alias,category_3_title
briar-common-brewery-eatery-denver-3,(720) 512-3894,1746.6995353011032,tEa5ldZPH3XN7BIVu7yC8A,https://s3-media3.fl.yelpcdn.com/bphoto/BhyxG1vEFtZGuY0RTiM9tQ/o.jpg,False,Briar Common Brewery + Eatery,+17205123894,$$,4.5,260,[],https://www.yelp.com/biz/briar-common-brewery-eatery-denver-3?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2298 Clay St,,,Denver,US,"['2298 Clay St', 'Denver, CO 80211']",CO,80211,39.7510487661208,-105.020291119034,3,newamerican,American (New),breweries,Breweries,venues,Venues & Event Spaces
woodie-fisher-denver-2,(720) 643-1909,545.9429217047726,HRBLmk4cyiwaIGuZRPEGBg,https://s3-media3.fl.yelpcdn.com/bphoto/LxAhnZ7bkibh3V301NxF6w/o.jpg,False,Woodie Fisher,+17206431909,,4.0,61,[],https://www.yelp.com/biz/woodie-fisher-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1999 Chestnut Pl,Ste 100,,Denver,US,"['1999 Chestnut Pl', 'Ste 100', 'Denver, CO 80202']",CO,80202,39.75765,-104.99898,1,newamerican,American (New),,,,
acorn-denver-denver,(720) 542-3721,2475.537677967094,guaRJIAwPzbHZ09G3hX31g,https://s3-media1.fl.yelpcdn.com/bphoto/XHkLqDY-eUg4yyjI32_m3Q/o.jpg,False,Acorn - Denver,+17205423721,$$,4.5,1021,[],https://www.yelp.com/biz/acorn-denver-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3350 Brighton Blvd,,,Denver,US,"['3350 Brighton Blvd', 'Denver, CO 80216']",CO,80216,39.768648,-104.979813,2,newamerican,American (New),venues,Venues & Event Spaces,,
gyu-kaku-japanese-bbq-denver,(720) 726-4068,332.29393880697603,ZkfyC-hNd1qNlprdr88MLA,https://s3-media2.fl.yelpcdn.com/bphoto/mJu1-Ye6-Pw2ImceHQ_7pQ/o.jpg,False,Gyu-Kaku Japanese BBQ,+17207264068,,4.0,97,['delivery'],https://www.yelp.com/biz/gyu-kaku-japanese-bbq-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1998 18th St,,,Denver,US,"['1998 18th St', 'Denver, CO 80202']",CO,80202,39.755528,-105.0010667,3,japanese,Japanese,bbq,Barbeque,asianfusion,Asian Fusion
vesta-denver,(303) 296-1970,333.64651445386096,UTV40d3C0P7vfUUqmPl3vA,https://s3-media1.fl.yelpcdn.com/bphoto/LA6JeuX388_8VUwJZmIfcg/o.jpg,False,Vesta,+13032961970,$$$,4.5,939,[],https://www.yelp.com/biz/vesta-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1822 Blake St,,,Denver,US,"['1822 Blake St', 'Denver, CO 80202']",CO,80202,39.7525672912598,-104.996025085449,3,newamerican,American (New),desserts,Desserts,wine_bars,Wine Bars
wynkoop-brewing-company-denver-2,(303) 297-2700,148.7456311151875,fsP5zLIRLf0gcuZpI94eYw,https://s3-media2.fl.yelpcdn.com/bphoto/K144mNpKDgyDAFJzm8VY9w/o.jpg,False,Wynkoop Brewing Company,+13032972700,$$,3.5,1177,['restaurant_reservation'],https://www.yelp.com/biz/wynkoop-brewing-company-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1634 18th St,,,Denver,US,"['1634 18th St', 'Denver, CO 80202']",CO,80202,39.75335,-104.99853,3,brewpubs,Brewpubs,newamerican,American (New),breakfast_brunch,Breakfast & Brunch
whiskey-tango-foxtrot-denver-2,(303) 226-1540,695.3000500726939,EBT8s1PTtJiNVZpYPwpkrQ,https://s3-media2.fl.yelpcdn.com/bphoto/wM4wMjrw3ySt9JpQ2fIpdg/o.jpg,False,Whiskey Tango Foxtrot,+13032261540,$$,4.0,440,"['pickup', 'delivery']",https://www.yelp.com/biz/whiskey-tango-foxtrot-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2907 Huron St,,,Denver,US,"['2907 Huron St', 'Denver, CO 80202']",CO,80202,39.7586784362793,-104.997459411621,3,cocktailbars,Cocktail Bars,tradamerican,American (Traditional),whiskeybars,Whiskey Bars
brass-tacks-denver,,314.71965814291576,nyN4auhqtAllzSItDH74DA,https://s3-media1.fl.yelpcdn.com/bphoto/m90_2owodWM-2jM9moI7-Q/o.jpg,False,Brass Tacks,,$$,4.5,49,"['pickup', 'delivery']",https://www.yelp.com/biz/brass-tacks-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1526 Blake St,,,Denver,US,"['1526 Blake St', 'Denver, CO 80202']",CO,80202,39.74982,-104.99965,2,cocktailbars,Cocktail Bars,tradamerican,American (Traditional),,
liangs-thai-food-denver,(720) 810-8693,1352.766495914494,gN8o-SG2PgCQGYrOCkkqng,https://s3-media1.fl.yelpcdn.com/bphoto/cPFhtgNTCNwk71sPqLwpWA/o.jpg,False,Liang's Thai Food,+17208108693,$,4.5,334,[],https://www.yelp.com/biz/liangs-thai-food-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,500 16th St,,,Denver,US,"['500 16th St', 'Denver, CO 80202']",CO,80202,39.7433636089573,-104.989760469717,1,thai,Thai,,,,
williams-and-graham-denver,(303) 997-8886,1393.2488292209216,gGXnG-Rf5UUr6wT8krXT5w,https://s3-media4.fl.yelpcdn.com/bphoto/zLwdQr820kafs5L0f_uiDg/o.jpg,False,Williams & Graham,+13039978886,$$,4.5,785,[],https://www.yelp.com/biz/williams-and-graham-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3160 Tejon St,,,Denver,US,"['3160 Tejon St', 'Denver, CO 80211']",CO,80211,39.76195,-105.011,2,bars,Bars,tradamerican,American (Traditional),,
birdcall-denver-2,(720) 572-8800,289.6808437174796,ZfeiORgL5gbt3_35CxMFqQ,https://s3-media1.fl.yelpcdn.com/bphoto/NQqaZaNHjWBjjesn9kWr9A/o.jpg,False,Birdcall,+17205728800,$,4.5,107,[],https://www.yelp.com/biz/birdcall-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1701 Wewatta St,,Whole Foods Market,Denver,US,"['1701 Wewatta St', 'Whole Foods Market', 'Denver, CO 80202']",CO,80202,39.75511,-105.001119,3,chickenshop,Chicken Shop,breakfast_brunch,Breakfast & Brunch,sandwiches,Sandwiches
snooze-an-a-m-eatery-denver-11,(303) 825-3536,84.44626475144582,hWdupym3JerJ2p_-wRj00A,https://s3-media3.fl.yelpcdn.com/bphoto/A3wqc0cQwqBf7Un1ckfkiQ/o.jpg,False,"Snooze, An A.M. Eatery",+13038253536,$$,4.5,967,['delivery'],https://www.yelp.com/biz/snooze-an-a-m-eatery-denver-11?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1701 Wynkoop St,Ste 150,,Denver,US,"['1701 Wynkoop St', 'Ste 150', 'Denver, CO 80202']",CO,80202,39.7534172798151,-104.999892472353,3,breakfast_brunch,Breakfast & Brunch,coffee,Coffee & Tea,sandwiches,Sandwiches
ophelias-electric-soapbox-denver,(303) 993-8023,683.3004457723108,tnXYXUAoYnfE_Gvh0IiIQg,https://s3-media1.fl.yelpcdn.com/bphoto/0mZGxSVvSCI9Qd63p8Gjvw/o.jpg,False,Ophelia's Electric Soapbox,+13039938023,$$,4.0,947,"['pickup', 'delivery']",https://www.yelp.com/biz/ophelias-electric-soapbox-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1215 20th St,,,Denver,US,"['1215 20th St', 'Denver, CO 80202']",CO,80202,39.7526969909668,-104.991821289062,3,bars,Bars,breakfast_brunch,Breakfast & Brunch,venues,Venues & Event Spaces
leroux-denver,(720) 845-1673,218.77247085950128,wPMVTI1IrOQxm6Uv1jxRNg,https://s3-media2.fl.yelpcdn.com/bphoto/sIlzGHCCxrGbmv0nRA5y7w/o.jpg,False,LeRoux,+17208451673,$$$,4.5,64,[],https://www.yelp.com/biz/leroux-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1510 16th St,,,Denver,US,"['1510 16th St', 'Denver, CO 80202']",CO,80202,39.7507365,-104.999429,3,modern_european,Modern European,french,French,cocktailbars,Cocktail Bars
uncle-denver,(303) 433-3263,1554.093818610549,pu_oTsfu4kFcmP2Xms_X_Q,https://s3-media2.fl.yelpcdn.com/bphoto/7BS7oG4hMwbL0vm6SmVpeA/o.jpg,False,Uncle,+13034333263,$$,4.0,1205,['delivery'],https://www.yelp.com/biz/uncle-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2215 W 32nd Ave,,,Denver,US,"['2215 W 32nd Ave', 'Denver, CO 80211']",CO,80211,39.7621349,-105.0133389,3,asianfusion,Asian Fusion,ramen,Ramen,noodles,Noodles
there-denver,(720) 500-3254,1212.4135163104866,1tNEcOGFRsHsd0aILFXdOQ,https://s3-media4.fl.yelpcdn.com/bphoto/4AZ4zsrzeBa4OwXw1r_gIg/o.jpg,False,There...,+17205003254,$$,4.0,281,['restaurant_reservation'],https://www.yelp.com/biz/there-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3254 Navajo St,,,Denver,US,"['3254 Navajo St', 'Denver, CO 80211']",CO,80211,39.7631158790758,-105.003989227116,2,newamerican,American (New),bars,Bars,,
54thirty-denver,(303) 893-1888,1073.8171339986488,NuVbxkDBwxMuDKe_ok-0LA,https://s3-media3.fl.yelpcdn.com/bphoto/uvAl5PzUHJKxGehx4POt5Q/o.jpg,False,54thirty,+13038931888,$$,4.0,198,[],https://www.yelp.com/biz/54thirty-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1475 California St,,,Denver,US,"['1475 California St', 'Denver, CO 80202']",CO,80202,39.744294,-104.993693,2,lounges,Lounges,tapasmallplates,Tapas/Small Plates,,
yampa-sandwich-company-denver,(303) 534-7900,105.249493772147,txdqYh49xl5w4Hg4uL1zLQ,https://s3-media3.fl.yelpcdn.com/bphoto/EPPwvyPfZcsUVhoa3U4asg/o.jpg,False,Yampa Sandwich Company,+13035347900,$,4.0,230,"['pickup', 'delivery']",https://www.yelp.com/biz/yampa-sandwich-company-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1617 Wazee St,,,Denver,US,"['1617 Wazee St', 'Denver, CO 80202']",CO,80202,39.751716,-104.999877,3,sandwiches,Sandwiches,delis,Delis,salad,Salad
maine-shack-denver,(303) 997-2118,1034.9722297276026,OSk8Ety7Cpt_x9Dbz5x-rA,https://s3-media4.fl.yelpcdn.com/bphoto/QbElKGHLLC2DLhuyYNbtGw/o.jpg,False,Maine Shack,+13039972118,$$$,4.0,152,[],https://www.yelp.com/biz/maine-shack-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1535 Central St,,,Denver,US,"['1535 Central St', 'Denver, CO 80211']",CO,80211,39.7581748540367,-105.009720131808,1,seafood,Seafood,,,,
5280-burger-bar-denver-denver,(303) 825-1020,1252.8218371740759,uAsOPByhA_JiDi1d8K7cjw,https://s3-media3.fl.yelpcdn.com/bphoto/31ImH5RyzEXUAI0BOLTxtA/o.jpg,False,5280 Burger Bar - Denver,+13038251020,$$,4.0,1394,"['pickup', 'delivery']",https://www.yelp.com/biz/5280-burger-bar-denver-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,500 16th St,Ste 160,,Denver,US,"['500 16th St', 'Ste 160', 'Denver, CO 80202']",CO,80202,39.74388,-104.99082,3,burgers,Burgers,tradamerican,American (Traditional),sportsbars,Sports Bars
postino-lohi-denver-7,(303) 433-6363,1335.0426623664252,N_tX1pJz92Ls-4sMQvMLpA,https://s3-media4.fl.yelpcdn.com/bphoto/ahKygoarP70QcAFQg6U6Lg/o.jpg,False,Postino LoHi,+13034336363,$$,4.5,543,['delivery'],https://www.yelp.com/biz/postino-lohi-denver-7?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2715 17th St,,,Denver,US,"['2715 17th St', 'Denver, CO 80211']",CO,80211,39.76151,-105.01045,3,italian,Italian,wine_bars,Wine Bars,breakfast_brunch,Breakfast & Brunch
avanti-food-and-beverage-denver,(720) 269-4778,1190.7441875639631,oJc3khNkjW3aAQZDMEWe4Q,https://s3-media4.fl.yelpcdn.com/bphoto/qs8ilZMvAuY7OutmU7PEYQ/o.jpg,False,Avanti Food & Beverage,+17202694778,$$,4.0,1062,[],https://www.yelp.com/biz/avanti-food-and-beverage-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,3200 Pecos St,,,Denver,US,"['3200 Pecos St', 'Denver, CO 80211']",CO,80211,39.7622413635254,-105.00611114502,2,bars,Bars,food_court,Food Court,,
rhein-haus-denver-denver-2,(303) 800-2652,479.0236763685911,swPiklhuXaMLnw5Rh2y7Ew,https://s3-media3.fl.yelpcdn.com/bphoto/Xl-VvoURScRuZOPDhBW1UQ/o.jpg,False,Rhein Haus Denver,+13038002652,$$,4.0,391,"['pickup', 'delivery']",https://www.yelp.com/biz/rhein-haus-denver-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1415 Market St,,,Denver,US,"['1415 Market St', 'Denver, CO 80202']",CO,80202,39.748375254531,-105.000548015939,3,bars,Bars,german,German,pretzels,Pretzels
la-loma-denver-2,(303) 433-8300,1362.5669980824612,WTe8uL6vF1ZuKAeJIvxR8w,https://s3-media2.fl.yelpcdn.com/bphoto/QmeAqP5rcaeQXgUOUHAmaQ/o.jpg,False,La Loma,+13034338300,$$,4.0,1209,['pickup'],https://www.yelp.com/biz/la-loma-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1801 Broadway,Unit 116,,Denver,US,"['1801 Broadway', 'Unit 116', 'Denver, CO 80202']",CO,80202,39.744716,-104.987832,2,mexican,Mexican,tex-mex,Tex-Mex,,
denver-milk-market-denver-4,(303) 792-8242,235.16329393507368,Zw2MDRY6tBK6LGvkx26Uzg,https://s3-media1.fl.yelpcdn.com/bphoto/pmXoKiRqPg6fuNE6AfHnqQ/o.jpg,False,Denver Milk Market,+13037928242,$$,3.5,293,"['pickup', 'delivery']",https://www.yelp.com/biz/denver-milk-market-denver-4?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1800 Wazee St,Ste 100,,Denver,US,"['1800 Wazee St', 'Ste 100', 'Denver, CO 80202']",CO,80202,39.753113,-104.99728,2,publicmarkets,Public Markets,food_court,Food Court,,
illegal-petes-lodo-denver,(303) 623-2169,188.91678350113833,l4NeSqgO-8FOsgJjTNlHbg,https://s3-media3.fl.yelpcdn.com/bphoto/J9KHemWJSuiB_wQQGpTjYA/o.jpg,False,Illegal Pete's LoDo,+13036232169,$,4.0,739,[],https://www.yelp.com/biz/illegal-petes-lodo-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1530 16th St,Ste 101,,Denver,US,"['1530 16th St', 'Ste 101', 'Denver, CO 80202']",CO,80202,39.75094,-104.9998899,3,bars,Bars,mexican,Mexican,breakfast_brunch,Breakfast & Brunch
teriyaki-madness-denver-8,(303) 623-0257,296.99973070359226,rJ61PaWcwzxVtPok97cNmw,https://s3-media3.fl.yelpcdn.com/bphoto/W_c6VRfoB5RFPVrOEKqmKA/o.jpg,False,Teriyaki Madness,+13036230257,,4.5,4,"['pickup', 'delivery']",https://www.yelp.com/biz/teriyaki-madness-denver-8?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1920 17th St,Ste C,,Denver,US,"['1920 17th St', 'Ste C', 'Denver, CO 80202']",CO,80202,39.754543,-105.002431,3,japanese,Japanese,asianfusion,Asian Fusion,gluten_free,Gluten-Free
next-door-denver-denver,(720) 460-3730,42.04701683346053,7J5A3Bkq5dAfAzvBxp1lnA,https://s3-media4.fl.yelpcdn.com/bphoto/f-cs-VYBAJF_MLqcRXg0Wg/o.jpg,False,Next Door - Denver,+17204603730,$$,3.5,318,['delivery'],https://www.yelp.com/biz/next-door-denver-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1701 Wynkoop St,Ste 100,,Denver,US,"['1701 Wynkoop St', 'Ste 100', 'Denver, CO 80202']",CO,80202,39.75305,-104.99995,2,bars,Bars,tradamerican,American (Traditional),,
blue-sushi-sake-grill-denver,(303) 640-3655,161.56294315407126,BKRLsUCryeR1JJtyGVWW_g,https://s3-media1.fl.yelpcdn.com/bphoto/ChBkyTy2cKgTCqSaPdd3UA/o.jpg,False,Blue Sushi Sake Grill,+13036403655,$$,4.0,934,[],https://www.yelp.com/biz/blue-sushi-sake-grill-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1616 16th St,,,Denver,US,"['1616 16th St', 'Denver, CO 80202']",CO,80202,39.751248413952,-105.000414848328,2,sushi,Sushi Bars,japanese,Japanese,,
owlbear-barbecue-denver,(720) 667-1181,1753.0780068044858,y4kVW5EF9X8kL40IWdvtQg,https://s3-media2.fl.yelpcdn.com/bphoto/tGHjgsosfbmo-WNFzAxTZA/o.jpg,False,Owlbear Barbecue,+17206671181,$$,4.5,104,['delivery'],https://www.yelp.com/biz/owlbear-barbecue-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2826 Larimer St,,,Denver,US,"['2826 Larimer St', 'Denver, CO 80205']",CO,80205,39.7606610025211,-104.982296191156,1,bbq,Barbeque,,,,
uchi-denver-2,(303) 444-1922,1356.662821484259,m3ifi6O7ntMta8102eVgow,https://s3-media2.fl.yelpcdn.com/bphoto/naQ4ccBcbSpn_NC8n00QUg/o.jpg,False,Uchi,+13034441922,,4.5,315,[],https://www.yelp.com/biz/uchi-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2500 Lawrence St,,,Denver,US,"['2500 Lawrence St', 'Denver, CO 80205']",CO,80205,39.7568,-104.98505,3,japanese,Japanese,seafood,Seafood,sushi,Sushi Bars
meadowlark-kitchen-denver,(303) 953-1815,1567.885140666237,SjcaXyflSrK0PlcgFqgcnw,https://s3-media1.fl.yelpcdn.com/bphoto/jBwwwimxrQlTw9pxzACWWg/o.jpg,False,Meadowlark Kitchen,+13039531815,$$,4.5,368,['delivery'],https://www.yelp.com/biz/meadowlark-kitchen-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2705 Larimer St,,,Denver,US,"['2705 Larimer St', 'Denver, CO 80205']",CO,80205,39.7598533630371,-104.984191894531,3,newamerican,American (New),desserts,Desserts,cocktailbars,Cocktail Bars
kyu-ramen-denver,(303) 353-8497,2256.9715689133104,SOho9iABtcqgoppOH9O_6g,https://s3-media3.fl.yelpcdn.com/bphoto/sprZ1gN96yklIWqR5bfb3g/o.jpg,False,Kyu Ramen,+13033538497,,5.0,2,['restaurant_reservation'],https://www.yelp.com/biz/kyu-ramen-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,600 E Colfax Ave,,,Denver,US,"['600 E Colfax Ave', 'Denver, CO 80203']",CO,80203,39.73981,-104.979574,2,ramen,Ramen,poke,Poke,,
panzano-denver,(303) 296-3525,813.1441170620092,pnY1m8aBusUCqgD1rUcLyw,https://s3-media1.fl.yelpcdn.com/bphoto/_MJ1MIzIddTYDfjKcdVAGg/o.jpg,False,Panzano,+13032963525,$$$,4.5,997,['pickup'],https://www.yelp.com/biz/panzano-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,909 17th St,,,Denver,US,"['909 17th St', 'Denver, CO 80202']",CO,80202,39.747833,-104.992822,3,italian,Italian,bars,Bars,breakfast_brunch,Breakfast & Brunch
chow-morso-osteria-denver-2,(720) 639-4089,243.68125981059202,sbDIuFnwUfTkNLxWLw7rtA,https://s3-media3.fl.yelpcdn.com/bphoto/iL1UopDE3ofSdm9blYLJSA/o.jpg,False,Chow Morso Osteria,+17206394089,,4.5,103,[],https://www.yelp.com/biz/chow-morso-osteria-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1500 Wynkoop St,Ste 101,,Denver,US,"['1500 Wynkoop St', 'Ste 101', 'Denver, CO 80202']",CO,80202,39.75103,-105.00178,1,italian,Italian,,,,
my-brothers-bar-denver,(303) 455-9991,891.3915153608016,YtNxcIQBmOJoX3v4-XPwLw,https://s3-media1.fl.yelpcdn.com/bphoto/EnlzkKeTJA4af8cWaDYO_w/o.jpg,False,My Brother's Bar,+13034559991,$,4.0,739,['delivery'],https://www.yelp.com/biz/my-brothers-bar-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2376 15th St,,,Denver,US,"['2376 15th St', 'Denver, CO 80202']",CO,80202,39.7562669895912,-105.009279227872,3,bars,Bars,burgers,Burgers,tradamerican,American (Traditional)
crú-food-and-wine-bar-denver-2,(303) 893-9463,542.1073849203203,pNVL0J-qaChARXtjXH3jHw,https://s3-media3.fl.yelpcdn.com/bphoto/DNdB5AK458KR4A1YURnlxw/o.jpg,False,CRÚ Food & Wine Bar,+13038939463,$$,4.0,400,[],https://www.yelp.com/biz/cr%C3%BA-food-and-wine-bar-denver-2?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1442 Larimer St,,,Denver,US,"['1442 Larimer St', 'Denver, CO 80202']",CO,80202,39.7477912902832,-104.998741149902,2,wine_bars,Wine Bars,tradamerican,American (Traditional),,
hearth-and-dram-denver,(303) 623-0979,276.9541065372846,aeZPxISwMvbwYcJaJRtI9g,https://s3-media3.fl.yelpcdn.com/bphoto/hOryBhrYOUyDUEWLG23OTg/o.jpg,False,Hearth & Dram,+13036230979,$$,4.0,226,['delivery'],https://www.yelp.com/biz/hearth-and-dram-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1801 Wewatta St,,,Denver,US,"['1801 Wewatta St', 'Denver, CO 80202']",CO,80202,39.7551460684895,-104.99976928816,3,cocktailbars,Cocktail Bars,tradamerican,American (Traditional),breakfast_brunch,Breakfast & Brunch
osteria-marco-denver,(303) 534-5855,503.0239169575837,jx5kzkP_9zwh9BW0WVPAWw,https://s3-media3.fl.yelpcdn.com/bphoto/oioiqwZje7JV6Nyt80CLjA/o.jpg,False,Osteria Marco,+13035345855,$$,4.0,1484,['pickup'],https://www.yelp.com/biz/osteria-marco-denver?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,1453 Larimer St,,,Denver,US,"['1453 Larimer St', 'Denver, CO 80202']",CO,80202,39.74819,-104.99897,3,italian,Italian,pizza,Pizza,bars,Bars
el-five-denver-3,(303) 524-9193,1219.3045534553307,yStfRVi_w8jxIjRExfviEA,https://s3-media4.fl.yelpcdn.com/bphoto/vJsHFpKHIH_wrBOrgigzZg/o.jpg,False,El Five,+13035249193,$$$,4.0,552,[],https://www.yelp.com/biz/el-five-denver-3?adjust_creative=DvfyQaCaFk8lQg51VhOAfw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DvfyQaCaFk8lQg51VhOAfw,2930 Umatilla St,Ste 500,,Denver,US,"['2930 Umatilla St', 'Ste 500', 'Denver, CO 80211']",CO,80211,39.75908,-105.01145,1,tapasmallplates,Tapas/Small Plates,,,,
